ID,MONTHS_BALANCE,STATUS
5000106,-45,X
5000106,-46,0
5000106,-47,C
5000106,-48,C
5000106,-49,C
5000106,-50,0
5000106,-51,C
5000107,0,C
5000107,-1,X
5000107,-2,1
5000107,-3,C
5000107,-4,0
5000107,-5,X
5000107,-6,C
5000107,-7,C
5000107,-8,0
5000107,-9,C
5000107,-10,C
5000107,-11,0
5000107,-12,C
5000107,-13,C
5000107,-14,0
5000107,-15,C
5000107,-16,C
5000107,-17,C
5000107,-18,C
5000107,-19,1
5000107,-20,0
5000107,-21,X
5000107,-22,X
5000107,-23,X
5000107,-24,X
5000107,-25,0
5000107,-26,C
5000107,-27,C
5000107,-28,C
5000107,-29,C
5000107,-30,1
5000107,-31,X
5000107,-32,C
5000107,-33,C
5000107,-34,2
5000107,-35,0
5000107,-36,C
5000107,-37,C
5000108,0,0
5000108,-1,C
5000108,-2,C
5000108,-3,0
5000108,-4,X
5000108,-5,C
5000108,-6,C
5000108,-7,0
5000108,-8,C
5000108,-9,0
5000108,-10,C
5000108,-11,1
5000108,-12,C
5000109,0,0
5000109,-1,C
5000109,-2,C
5000109,-3,C
5000109,-4,X
5000109,-5,C
5000109,-6,C
5000109,-7,0
5000109,-8,0
5000109,-9,C
5000109,-10,C
5000109,-11,C
5000109,-12,X
5000109,-13,C
5000109,-14,C
5000109,-15,0
5000109,-16,C
5000109,-17,C
5000109,-18,0
5000109,-19,0
5000109,-20,X
5000109,-21,C
5000109,-22,0
5000109,-23,C
5000109,-24,C
5000109,-25,C
5000109,-26,0
5000109,-27,2
5000109,-28,X
5000109,-29,1
5000109,-30,C
5000109,-31,C
5000109,-32,C
5000109,-33,C
5000109,-34,0
5000109,-35,C
5000109,-36,C
5000109,-37,X
5000109,-38,C
5000109,-39,C
5000109,-40,C
5000109,-41,X
5000109,-42,0
5000109,-43,0
5000109,-44,C
5000109,-45,C
5000109,-46,C
5000109,-47,C
5000109,-48,X
5000109,-49,C
5000109,-50,C
5000109,-51,C
5000109,-52,C
5000110,0,0
5000110,-1,C
5000110,-2,X
5000110,-3,C
5000110,-4,C
5000110,-5,X
5000110,-6,C
5000110,-7,C
5000110,-8,0
5000110,-9,C
5000110,-10,1
5000110,-11,C
5000110,-12,X
5000110,-13,C
5000110,-14,0
5000110,-15,C
5000110,-16,0
5000110,-17,X
5000110,-18,0
5000110,-19,X
5000110,-20,0
5000110,-21,0
5000110,-22,C
5000110,-23,X
5000110,-24,C
5000110,-25,C
5000110,-26,C
5000110,-27,C
5000110,-28,2
5000110,-29,2
5000110,-30,C
5000110,-31,0
5000110,-32,0
5000110,-33,1
5000110,-34,C
5000110,-35,0
5000110,-36,0
5000110,-37,X
5000110,-38,C
5000110,-39,C
5000110,-40,0
5000110,-41,0
5000110,-42,C
5000110,-43,C
5000110,-44,C
5000110,-45,C
5000110,-46,C
5000111,0,C
5000111,-1,0
5000111,-2,2
5000111,-3,0
5000111,-4,C
5000111,-5,C
5000111,-6,X
5000111,-7,C
5000111,-8,2
5000111,-9,5
5000111,-10,1
5000111,-11,0
5000111,-12,X
5000111,-13,0
5000111,-14,C
5000111,-15,0
5000111,-16,C
5000111,-17,0
5000111,-18,0
5000112,0,C
5000112,-1,C
5000112,-2,1
5000112,-3,C
5000112,-4,C
5000112,-5,C
5000112,-6,C
5000112,-7,0
5000112,-8,0
5000112,-9,C
5000112,-10,0
5000112,-11,C
5000112,-12,C
5000112,-13,C
5000112,-14,0
5000112,-15,X
5000112,-16,C
5000112,-17,C
5000112,-18,1
5000112,-19,C
5000112,-20,C
5000112,-21,C
5000112,-22,0
5000112,-23,0
5000112,-24,C
5000112,-25,C
5000112,-26,0
5000112,-27,C
5000112,-28,C
5000112,-29,C
5000112,-30,X
5000112,-31,C
5000112,-32,C
5000112,-33,X
5000112,-34,C
5000112,-35,2
5000112,-36,0
5000112,-37,C
5000112,-38,C
5000112,-39,C
5000112,-40,C
5000112,-41,C
5000112,-42,C
5000112,-43,C
5000112,-44,C
5000112,-45,0
5000112,-46,C
5000113,0,C
5000113,-1,1
5000113,-2,X
5000113,-3,C
5000113,-4,C
5000113,-5,C
5000113,-6,C
5000113,-7,1
5000113,-8,0
5000113,-9,C
5000113,-10,0
5000113,-11,C
5000113,-12,C
5000113,-13,C
5000113,-14,C
5000113,-15,C
5000113,-16,X
5000113,-17,0
5000113,-18,C
5000113,-19,C
5000113,-20,C
5000113,-21,C
5000113,-22,C
5000113,-23,C
5000113,-24,C
5000113,-25,C
5000113,-26,0
5000113,-27,C
5000113,-28,X
5000113,-29,C
5000113,-30,C
5000113,-31,C
5000113,-32,C
5000113,-33,C
5000113,-34,C
5000113,-35,C
5000113,-36,X
5000113,-37,2
5000113,-38,X
5000113,-39,X
5000113,-40,C
5000113,-41,1
5000114,0,C
5000114,-1,C
5000114,-2,0
5000114,-3,0
5000114,-4,1
5000114,-5,C
5000114,-6,C
5000114,-7,X
5000114,-8,C
5000114,-9,C
5000114,-10,C
5000114,-11,C
5000114,-12,C
5000114,-13,C
5000114,-14,C
5000114,-15,C
5000114,-16,X
5000114,-17,C
5000114,-18,C
5000114,-19,C
5000114,-20,X
5000114,-21,X
5000114,-22,C
5000114,-23,C
5000114,-24,0
5000114,-25,0
5000114,-26,0
5000114,-27,C
5000114,-28,C
5000114,-29,0
5000115,0,0
5000115,-1,0
5000115,-2,C
5000115,-3,1
5000115,-4,C
5000115,-5,0
5000115,-6,4
5000115,-7,X
5000115,-8,C
5000115,-9,C
5000115,-10,C
5000115,-11,C
5000115,-12,C
5000116,0,0
5000116,-1,C
5000116,-2,C
5000116,-3,C
5000116,-4,C
5000116,-5,X
5000116,-6,C
5000116,-7,0
5000116,-8,0
5000116,-9,C
5000116,-10,C
5000116,-11,X
5000116,-12,0
5000116,-13,C
5000116,-14,0
5000116,-15,C
5000116,-16,X
5000116,-17,C
5000116,-18,C
5000116,-19,X
5000116,-20,0
5000116,-21,0
5000116,-22,C
5000116,-23,X
5000116,-24,X
5000116,-25,C
5000116,-26,C
5000116,-27,C
5000116,-28,C
5000116,-29,X
5000116,-30,0
5000116,-31,0
5000116,-32,C
5000116,-33,C
5000116,-34,0
5000116,-35,X
5000116,-36,0
5000116,-37,C
5000116,-38,C
5000116,-39,0
5000116,-40,0
5000116,-41,C
5000116,-42,1
5000116,-43,C
5000116,-44,C
5000116,-45,X
5000116,-46,C
5000117,0,C
5000117,-1,C
5000117,-2,1
5000117,-3,0
5000117,-4,0
5000117,-5,C
5000117,-6,C
5000117,-7,0
5000117,-8,1
5000117,-9,C
5000117,-10,C
5000117,-11,C
5000117,-12,X
5000117,-13,C
5000117,-14,C
5000117,-15,C
5000117,-16,C
5000117,-17,0
5000117,-18,0
5000117,-19,0
5000117,-20,0
5000117,-21,C
5000117,-22,X
5000117,-23,C
5000117,-24,C
5000118,0,0
5000118,-1,1
5000118,-2,C
5000118,-3,0
5000118,-4,0
5000118,-5,0
5000118,-6,0
5000118,-7,C
5000118,-8,C
5000118,-9,C
5000118,-10,C
5000118,-11,C
5000118,-12,C
5000118,-13,C
5000118,-14,C
5000118,-15,C
5000118,-16,C
5000118,-17,C
5000118,-18,0
5000118,-19,0
5000118,-20,C
5000118,-21,X
5000118,-22,0
5000118,-23,C
5000118,-24,0
5000118,-25,1
5000118,-26,C
5000118,-27,C
5000118,-28,X
5000118,-29,C
5000118,-30,C
5000118,-31,0
5000118,-32,0
5000118,-33,C
5000118,-34,0
5000118,-35,0
5000118,-36,C
5000118,-37,C
5000118,-38,0
5000118,-39,C
5000118,-40,C
5000118,-41,C
5000118,-42,0
5000118,-43,C
5000118,-44,C
5000118,-45,X
5000118,-46,C
5000118,-47,C
5000118,-48,C
5000119,0,C
5000119,-1,C
5000119,-2,0
5000119,-3,C
5000119,-4,0
5000119,-5,X
5000119,-6,C
5000119,-7,C
5000119,-8,1
5000119,-9,C
5000119,-10,C
5000119,-11,C
5000119,-12,C
5000119,-13,1
5000119,-14,C
5000119,-15,0
5000119,-16,C
5000119,-17,X
5000119,-18,C
5000119,-19,X
5000119,-20,0
5000119,-21,X
5000119,-22,C
5000119,-23,X
5000119,-24,X
5000119,-25,0
5000119,-26,C
5000119,-27,X
5000119,-28,C
5000119,-29,X
5000119,-30,C
5000119,-31,C
5000119,-32,C
5000119,-33,X
5000119,-34,0
5000119,-35,C
5000119,-36,X
5000119,-37,0
5000120,0,C
5000120,-1,C
5000120,-2,0
5000120,-3,C
5000120,-4,C
5000120,-5,0
5000120,-6,0
5000120,-7,0
5000120,-8,C
5000120,-9,C
5000120,-10,0
5000120,-11,0
5000120,-12,C
5000120,-13,0
5000120,-14,C
5000120,-15,0
5000120,-16,0
5000120,-17,C
5000120,-18,C
5000120,-19,C
5000120,-20,C
5000120,-21,C
5000120,-22,C
5000120,-23,X
5000120,-24,C
5000120,-25,C
5000121,0,0
5000121,-1,C
5000121,-2,C
5000121,-3,C
5000121,-4,1
5000121,-5,0
5000121,-6,C
5000121,-7,C
5000121,-8,X
5000121,-9,0
5000121,-10,0
5000121,-11,C
5000121,-12,X
5000121,-13,C
5000121,-14,X
5000121,-15,C
5000121,-16,0
5000121,-17,X
5000121,-18,0
5000121,-19,0
5000121,-20,0
5000121,-21,C
5000121,-22,C
5000121,-23,C
5000121,-24,0
5000121,-25,C
5000121,-26,0
5000121,-27,C
5000121,-28,X
5000121,-29,1
5000121,-30,0
5000121,-31,C
5000121,-32,C
5000121,-33,0
5000121,-34,X
5000121,-35,X
5000121,-36,C
5000121,-37,C
5000121,-38,C
5000121,-39,C
5000121,-40,C
5000121,-41,0
5000121,-42,C
5000121,-43,0
5000121,-44,0
5000121,-45,C
5000121,-46,C
5000121,-47,C
5000121,-48,C
5000121,-49,C
5000121,-50,C
5000121,-51,C
5000121,-52,C
5000121,-53,2
5000121,-54,C
5000121,-55,C
5000121,-56,C
5000121,-57,C
5000121,-58,C
5000122,0,C
5000122,-1,C
5000122,-2,0
5000122,-3,C
5000122,-4,C
5000122,-5,2
5000122,-6,C
5000122,-7,X
5000122,-8,0
5000122,-9,C
5000122,-10,C
5000122,-11,C
5000122,-12,C
5000122,-13,2
5000122,-14,C
5000122,-15,X
5000122,-16,0
5000122,-17,X
5000122,-18,X
5000122,-19,0
5000122,-20,C
5000122,-21,0
5000122,-22,C
5000122,-23,C
5000122,-24,C
5000122,-25,0
5000122,-26,0
5000122,-27,C
5000122,-28,C
5000122,-29,C
5000122,-30,C
5000122,-31,C
5000122,-32,C
5000122,-33,C
5000122,-34,0
5000122,-35,X
5000123,0,X
5000123,-1,X
5000123,-2,0
5000123,-3,C
5000123,-4,C
5000123,-5,C
5000123,-6,0
5000123,-7,C
5000123,-8,1
5000123,-9,C
5000123,-10,C
5000123,-11,C
5000123,-12,C
5000123,-13,C
5000123,-14,C
5000123,-15,C
5000123,-16,0
5000123,-17,X
5000123,-18,C
5000123,-19,C
5000123,-20,C
5000123,-21,C
5000123,-22,C
5000123,-23,X
5000123,-24,C
5000123,-25,C
5000123,-26,C
5000123,-27,C
5000123,-28,0
5000123,-29,C
5000123,-30,0
5000123,-31,0
5000123,-32,C
5000123,-33,0
5000123,-34,C
5000123,-35,C
5000123,-36,0
5000123,-37,0
5000123,-38,C
5000123,-39,X
5000123,-40,C
5000123,-41,X
5000124,0,X
5000124,-1,X
5000124,-2,C
5000124,-3,X
5000124,-4,C
5000124,-5,C
5000124,-6,X
5000124,-7,X
5000124,-8,C
5000124,-9,C
5000124,-10,C
5000124,-11,C
5000124,-12,C
5000124,-13,C
5000124,-14,X
5000124,-15,0
5000124,-16,C
5000124,-17,C
5000124,-18,0
5000124,-19,X
5000124,-20,C
5000124,-21,X
5000124,-22,0
5000124,-23,C
5000124,-24,X
5000124,-25,C
5000124,-26,C
5000124,-27,C
5000124,-28,C
5000124,-29,0
5000124,-30,0
5000124,-31,C
5000124,-32,C
5000124,-33,0
5000124,-34,C
5000124,-35,C
5000124,-36,C
5000124,-37,C
5000125,0,C
5000125,-1,C
5000125,-2,C
5000125,-3,1
5000125,-4,C
5000125,-5,C
5000125,-6,0
5000125,-7,0
5000125,-8,C
5000125,-9,C
5000125,-10,X
5000125,-11,X
5000125,-12,C
5000125,-13,0
5000125,-14,C
5000125,-15,C
5000125,-16,C
5000125,-17,0
5000125,-18,C
5000125,-19,0
5000125,-20,1
5000125,-21,C
5000125,-22,C
5000125,-23,C
5000125,-24,C
5000125,-25,X
5000125,-26,C
5000125,-27,0
5000125,-28,C
5000125,-29,1
5000125,-30,1
5000125,-31,0
5000125,-32,C
5000125,-33,C
5000125,-34,1
5000125,-35,X
5000125,-36,C
5000125,-37,0
5000125,-38,C
5000125,-39,0
5000125,-40,C
5000125,-41,X
5000125,-42,X
5000125,-43,C
5000125,-44,C
5000125,-45,C
5000125,-46,X
5000125,-47,X
5000125,-48,C
5000125,-49,C
5000125,-50,X
5000125,-51,C
5000125,-52,1
5000125,-53,0
5000125,-54,C
5000125,-55,C
5000125,-56,C
5000126,0,C
5000126,-1,C
5000126,-2,0
5000126,-3,0
5000126,-4,C
5000126,-5,C
5000126,-6,C
5000126,-7,X
5000126,-8,0
5000126,-9,C
5000126,-10,C
5000126,-11,C
5000126,-12,C
5000126,-13,C
5000126,-14,C
5000126,-15,C
5000126,-16,C
5000126,-17,1
5000126,-18,0
5000126,-19,0
5000126,-20,C
5000126,-21,0
5000126,-22,1
5000126,-23,C
5000126,-24,C
5000126,-25,X
5000126,-26,X
5000126,-27,0
5000126,-28,C
5000126,-29,C
5000126,-30,C
5000126,-31,C
5000126,-32,C
5000126,-33,C
5000126,-34,C
5000126,-35,C
5000126,-36,0
5000126,-37,C
5000126,-38,X
5000126,-39,C
5000126,-40,C
5000126,-41,C
5000127,0,C
5000127,-1,0
5000127,-2,C
5000127,-3,0
5000127,-4,0
5000127,-5,0
5000127,-6,0
5000127,-7,C
5000127,-8,C
5000127,-9,C
5000127,-10,0
5000127,-11,0
5000127,-12,2
5000127,-13,0
5000127,-14,C
5000127,-15,C
5000127,-16,C
5000127,-17,C
5000127,-18,0
5000127,-19,C
5000127,-20,0
5000127,-21,0
5000127,-22,0
5000127,-23,1
5000127,-24,0
5000127,-25,0
5000127,-26,3
5000127,-27,1
5000127,-28,C
5000127,-29,C
5000127,-30,1
5000127,-31,C
5000127,-32,C
5000127,-33,C
5000127,-34,C
5000127,-35,0
5000127,-36,C
5000127,-37,C
5000127,-38,0
5000127,-39,C
5000127,-40,C
5000127,-41,C
5000127,-42,C
5000127,-43,C
5000127,-44,0
5000127,-45,C
5000127,-46,C
5000127,-47,0
5000127,-48,C
5000127,-49,C
5000127,-50,C
5000127,-51,C
5000128,0,C
5000128,-1,X
5000128,-2,0
5000128,-3,0
5000128,-4,0
5000128,-5,C
5000128,-6,2
5000128,-7,C
5000128,-8,C
5000128,-9,C
5000128,-10,0
5000128,-11,1
5000128,-12,C
5000128,-13,C
5000128,-14,C
5000128,-15,C
5000128,-16,C
5000128,-17,C
5000128,-18,0
5000128,-19,C
5000128,-20,C
5000128,-21,C
5000128,-22,0
5000129,0,0
5000129,-1,0
5000129,-2,0
5000129,-3,C
5000129,-4,C
5000129,-5,C
5000129,-6,C
5000129,-7,C
5000129,-8,C
5000129,-9,C
5000129,-10,C
5000129,-11,C
5000129,-12,0
5000129,-13,X
5000129,-14,0
5000129,-15,C
5000129,-16,0
5000129,-17,C
5000129,-18,1
5000129,-19,0
5000129,-20,C
5000129,-21,0
5000129,-22,C
5000129,-23,C
5000129,-24,2
5000129,-25,X
5000129,-26,C
5000129,-27,0
5000129,-28,C
5000129,-29,0
5000129,-30,C
5000129,-31,C
5000129,-32,0
5000129,-33,1
5000129,-34,C
5000129,-35,C
5000129,-36,0
5000129,-37,0
5000129,-38,X
5000129,-39,C
5000129,-40,C
5000129,-41,C
5000129,-42,C
5000129,-43,C
5000129,-44,0
5000129,-45,C
5000129,-46,C
5000129,-47,C
5000129,-48,C
5000129,-49,X
5000129,-50,C
5000129,-51,0
5000129,-52,C
5000129,-53,0
5000129,-54,C
5000129,-55,C
5000129,-56,C
5000130,0,C
5000130,-1,0
5000130,-2,0
5000130,-3,C
5000130,-4,0
5000130,-5,X
5000130,-6,C
5000130,-7,C
5000130,-8,C
5000130,-9,X
5000130,-10,X
5000130,-11,X
5000130,-12,C
5000130,-13,0
5000130,-14,C
5000130,-15,X
5000130,-16,C
5000130,-17,C
5000130,-18,C
5000130,-19,C
5000130,-20,C
5000130,-21,C
5000130,-22,C
5000130,-23,C
5000130,-24,0
5000130,-25,C
5000130,-26,C
5000130,-27,1
5000130,-28,X
5000130,-29,C
5000130,-30,0
5000130,-31,0
5000130,-32,C
5000130,-33,C
5000130,-34,C
5000130,-35,0
5000130,-36,C
5000130,-37,C
5000130,-38,X
5000130,-39,0
5000130,-40,1
5000130,-41,C
5000130,-42,1
5000130,-43,C
5000130,-44,X
5000130,-45,C
5000131,0,C
5000131,-1,C
5000131,-2,C
5000131,-3,X
5000131,-4,1
5000131,-5,C
5000131,-6,C
5000131,-7,C
5000131,-8,X
5000131,-9,0
5000131,-10,C
5000131,-11,C
5000131,-12,C
5000131,-13,C
5000131,-14,C
5000131,-15,C
5000131,-16,0
5000131,-17,C
5000131,-18,C
5000131,-19,C
5000131,-20,C
5000131,-21,C
5000131,-22,0
5000131,-23,C
5000131,-24,C
5000131,-25,C
5000131,-26,C
5000131,-27,C
5000131,-28,C
5000131,-29,0
5000131,-30,0
5000131,-31,X
5000131,-32,0
5000132,0,1
5000132,-1,X
5000132,-2,0
5000132,-3,2
5000132,-4,C
5000132,-5,0
5000132,-6,C
5000132,-7,C
5000132,-8,C
5000132,-9,C
5000132,-10,4
5000132,-11,C
5000132,-12,C
5000132,-13,0
5000132,-14,C
5000132,-15,0
5000132,-16,1
5000132,-17,0
5000132,-18,X
5000132,-19,C
5000132,-20,X
5000133,0,C
5000133,-1,0
5000133,-2,0
5000133,-3,1
5000133,-4,C
5000133,-5,0
5000133,-6,C
5000133,-7,X
5000133,-8,C
5000133,-9,X
5000133,-10,C
5000133,-11,X
5000133,-12,C
5000133,-13,C
5000133,-14,C
5000133,-15,C
5000133,-16,C
5000133,-17,C
5000133,-18,2
5000133,-19,0
5000133,-20,C
5000133,-21,C
5000133,-22,C
5000133,-23,0
5000133,-24,X
5000133,-25,C
5000133,-26,C
5000133,-27,C
5000133,-28,C
5000133,-29,0
5000133,-30,C
5000134,0,C
5000134,-1,C
5000134,-2,C
5000134,-3,0
5000134,-4,C
5000134,-5,X
5000134,-6,C
5000134,-7,C
5000134,-8,C
5000134,-9,0
5000134,-10,0
5000134,-11,C
5000134,-12,C
5000134,-13,C
5000134,-14,C
5000134,-15,C
5000134,-16,0
5000135,0,C
5000135,-1,X
5000135,-2,C
5000135,-3,0
5000135,-4,C
5000135,-5,0
5000135,-6,X
5000135,-7,X
5000135,-8,C
5000135,-9,C
5000135,-10,C
5000135,-11,C
5000135,-12,C
5000135,-13,C
5000135,-14,C
5000135,-15,C
5000135,-16,0
5000135,-17,C
5000135,-18,C
5000135,-19,C
5000135,-20,C
5000135,-21,0
5000135,-22,C
5000135,-23,C
5000135,-24,0
5000135,-25,0
5000136,0,0
5000136,-1,C
5000136,-2,C
5000136,-3,C
5000136,-4,C
5000136,-5,C
5000136,-6,C
5000136,-7,C
5000136,-8,0
5000136,-9,X
5000136,-10,0
5000136,-11,C
5000136,-12,X
5000136,-13,0
5000136,-14,C
5000136,-15,1
5000137,0,0
5000137,-1,C
5000137,-2,C
5000137,-3,C
5000137,-4,0
5000137,-5,X
5000137,-6,0
5000137,-7,0
5000137,-8,C
5000137,-9,C
5000137,-10,X
5000137,-11,C
5000137,-12,0
5000137,-13,C
5000137,-14,C
5000137,-15,C
5000137,-16,C
5000137,-17,C
5000137,-18,C
5000137,-19,C
5000137,-20,C
5000137,-21,C
5000137,-22,C
5000137,-23,C
5000137,-24,0
5000137,-25,0
5000137,-26,0
5000137,-27,2
5000137,-28,C
5000137,-29,X
5000137,-30,C
5000137,-31,0
5000137,-32,C
5000137,-33,C
5000137,-34,1
5000137,-35,0
5000137,-36,C
5000137,-37,C
5000138,0,0
5000138,-1,0
5000138,-2,C
5000138,-3,C
5000138,-4,C
5000138,-5,C
5000138,-6,C
5000138,-7,X
5000138,-8,C
5000138,-9,C
5000138,-10,C
5000138,-11,C
5000138,-12,C
5000138,-13,0
5000138,-14,C
5000138,-15,0
5000138,-16,C
5000138,-17,0
5000138,-18,C
5000138,-19,0
5000138,-20,0
5000138,-21,X
5000138,-22,C
5000138,-23,C
5000138,-24,C
5000138,-25,C
5000138,-26,0
5000138,-27,0
5000138,-28,C
5000139,0,0
5000139,-1,C
5000139,-2,0
5000139,-3,C
5000139,-4,2
5000139,-5,C
5000139,-6,0
5000139,-7,C
5000139,-8,C
5000139,-9,C
5000139,-10,X
5000139,-11,C
5000139,-12,C
5000139,-13,C
5000139,-14,X
5000139,-15,X
5000139,-16,X
5000139,-17,C
5000139,-18,0
5000139,-19,1
5000139,-20,C
5000139,-21,C
5000139,-22,X
5000139,-23,C
5000139,-24,0
5000139,-25,0
5000139,-26,C
5000139,-27,C
5000139,-28,X
5000139,-29,C
5000139,-30,0
5000139,-31,0
5000139,-32,C
5000139,-33,C
5000139,-34,C
5000139,-35,C
5000139,-36,0
5000139,-37,C
5000139,-38,C
5000139,-39,C
5000139,-40,C
5000139,-41,C
5000139,-42,C
5000139,-43,1
5000139,-44,0
5000139,-45,C
5000140,0,0
5000140,-1,C
5000140,-2,C
5000140,-3,C
5000140,-4,1
5000140,-5,0
5000140,-6,0
5000140,-7,C
5000140,-8,C
5000140,-9,C
5000140,-10,0
5000140,-11,C
5000140,-12,C
5000140,-13,C
5000140,-14,0
5000140,-15,X
5000140,-16,0
5000140,-17,X
5000140,-18,X
5000140,-19,C
5000140,-20,C
5000141,0,C
5000141,-1,0
5000141,-2,C
5000141,-3,0
5000141,-4,C
5000141,-5,C
5000141,-6,C
5000141,-7,C
5000141,-8,C
5000141,-9,C
5000141,-10,C
5000141,-11,0
5000141,-12,C
5000141,-13,C
5000141,-14,0
5000141,-15,C
5000141,-16,C
5000141,-17,C
5000141,-18,X
5000141,-19,X
5000141,-20,C
5000141,-21,X
5000141,-22,C
5000141,-23,X
5000141,-24,0
5000141,-25,C
5000141,-26,X
5000141,-27,C
5000141,-28,C
5000141,-29,C
5000141,-30,1
5000141,-31,C
5000142,0,C
5000142,-1,0
5000142,-2,C
5000142,-3,C
5000142,-4,C
5000142,-5,C
5000142,-6,C
5000142,-7,0
5000142,-8,X
5000142,-9,C
5000142,-10,0
5000142,-11,C
5000142,-12,0
5000142,-13,X
5000142,-14,C
5000142,-15,C
5000142,-16,C
5000142,-17,X
5000142,-18,C
5000142,-19,C
5000142,-20,C
5000142,-21,C
5000142,-22,C
5000142,-23,X
5000142,-24,C
5000142,-25,C
5000142,-26,0
5000142,-27,C
5000142,-28,0
5000142,-29,X
5000142,-30,C
5000142,-31,C
5000142,-32,1
5000142,-33,1
5000142,-34,C
5000142,-35,0
5000143,0,0
5000143,-1,C
5000143,-2,X
5000143,-3,X
5000143,-4,C
5000143,-5,C
5000143,-6,0
5000143,-7,C
5000143,-8,C
5000143,-9,C
5000143,-10,C
5000143,-11,C
5000143,-12,C
5000144,0,C
5000144,-1,0
5000144,-2,C
5000144,-3,C
5000144,-4,C
5000144,-5,C
5000144,-6,C
5000144,-7,1
5000144,-8,0
5000144,-9,1
5000144,-10,C
5000144,-11,C
5000144,-12,0
5000144,-13,X
5000144,-14,C
5000144,-15,C
5000144,-16,C
5000144,-17,C
5000144,-18,0
5000144,-19,0
5000144,-20,C
5000144,-21,C
5000144,-22,0
5000144,-23,C
5000144,-24,C
5000144,-25,0
5000144,-26,X
5000144,-27,C
5000144,-28,X
5000144,-29,C
5000144,-30,C
5000144,-31,C
5000144,-32,C
5000144,-33,C
5000145,0,C
5000145,-1,0
5000145,-2,X
5000145,-3,C
5000145,-4,C
5000145,-5,X
5000145,-6,X
5000145,-7,0
5000145,-8,C
5000145,-9,C
5000145,-10,C
5000145,-11,C
5000145,-12,C
5000145,-13,0
5000145,-14,C
5000145,-15,C
5000145,-16,X
5000145,-17,C
5000145,-18,C
5000145,-19,C
5000145,-20,C
5000145,-21,C
5000145,-22,C
5000145,-23,C
5000145,-24,C
5000145,-25,0
5000145,-26,1
5000145,-27,C
5000145,-28,X
5000145,-29,C
5000145,-30,C
5000145,-31,C
5000145,-32,C
5000145,-33,X
5000145,-34,C
5000145,-35,0
5000145,-36,C
5000145,-37,C
5000145,-38,C
5000145,-39,0
5000145,-40,2
